Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
11/29/23 07:00,4.8139900000000004,66.215199999999996,50.703899999999997,69.389200000000002,11.1374,5.0907,61.752400000000002,14.887600000000001,70.964399999999998,184.512,13.4307,18.13,120.8,41,19.399999999999999,8.5,45.3,24.8,46.5,72.900000000000006,53,26,163.4,22.3,2.3529900000000001,14.2,16.399999999999999,12.8,20.399999999999999,11.9,13.2,30.4,19.7,7,14.2,21,20.9,29.260999999999999,14.884399999999999,6.8943500000000002,10.017300000000001,24.828900000000001,22.648199999999999,23.014099999999999,19.537700000000001,154.64099999999999,49.009700000000002,49.009300000000003,35.246099999999998,38.945599999999999,32.084299999999999,10.199999999999999,20.8675,46.8,19.777100000000001,29.5017,3.25,9.6999999999999993,4.8499999999999996,23.2,36,25.7,17.100000000000001,19.899999999999999,80.599999999999994,24.1,53.692830999999998,25.3,29.844200000000001,33.159199999999998,16.568899999999999,12.996499999999999,8.1,67.099999999999994,23.7,,6.5,,17.7,,8.2934699999999992,21.794599999999999,27.090900000000001,10.116400000000001,72.407899999999998,20.441299999999998,14.584,15.186999999999999,,41.334600000000002,8.9068500000000004,15.536199999999999,13.115,10.9,24.7,23.9,23.4,38.7849,74.613100000000003,136.35300000000001,16.686399999999999,16.274899999999999,25.7318,20.174299999999999,29.063500000000001,140.36799999999999,22.930099999999999,18.874600000000001,24.060400000000001,25.117799999999999,11.3089,17.532,17.676400000000001,108.96599999999999,36.528199999999998,14.920500000000001,51.555999999999997,40.529499999999999,43.974200000000003,,18.750800000000002,16.474699999999999,16.344000000000001,37.936799999999998,12.1891,22.977499999999999,27.516200000000001,24.235099999999999,15.260400000000001,38.366399999999999,10.1166,32.185299999999998,45.013800000000003,7.3492100000000002
11/29/23 08:00,5.4608800000000004,97.702699999999993,41.342500000000001,91.872,8.5158400000000007,9.0055200000000006,174.876,12.352600000000001,52.831699999999998,174.81800000000001,37.692999999999998,51.0169,132.1,60.9,18.2,13.6,45.9,74.599999999999994,86.6,135.9,62.3,24.1,174,11,2.2764700000000002,30.7,22.6,11.6,24.3,15.9,20.3,27.8,25.1,7.4,17.8,27.3,29.4,44.9283,14.2598,5.6191599999999999,9.5222899999999999,16.812899999999999,24.4146,38.785400000000003,17.4849,128.834,44.230600000000003,54.722499999999997,44.139600000000002,41.996299999999998,35.631100000000004,13.2,21.229700000000001,53.7,30.160399999999999,58.544400000000003,2.875,9.8000000000000007,7.95,20.6,35.4,27.8,29,30.6,132.30000000000001,26.8,50.225186000000001,28.3,33.8127,17.277899999999999,13.955,17.173999999999999,8.4,118.4,29.3,,10.199999999999999,,37.700000000000003,,8.5838199999999993,24.404699999999998,25.581499999999998,20.350999999999999,102.298,25.325399999999998,21.958600000000001,22.8841,19.386199999999999,54.769199999999998,7.6437400000000002,25.131499999999999,20.971,7.3,40.5,43.3,21.1,38.490699999999997,101.40300000000001,127.374,14.777799999999999,24.674499999999998,13.1747,23.767199999999999,28.391100000000002,251.71700000000001,35.6203,23.213799999999999,27.832899999999999,25.838000000000001,11.9781,19.322399999999998,15.472300000000001,180.65700000000001,67.945599999999999,24.433199999999999,55.834099999999999,76.155900000000003,89.917400000000001,,16.0623,24.17,21.777999999999999,33.061799999999998,10.1548,41.626899999999999,38.428899999999999,31.3675,20.456499999999998,28.025099999999998,11.744999999999999,57.262799999999999,58.924100000000003,4.2
11/29/23 09:00,8.7213799999999999,65.325599999999994,59.1066,69.058400000000006,19.8752,14.442,303.99099999999999,23.914300000000001,15.1303,140.89599999999999,28.333200000000001,61.768799999999999,214.3,68.400000000000006,19,12.8,54,39.6,50.8,139.4,57.2,24.2,136.6,9.3000000000000007,3.1181899999999998,24.9,22.5,11.2,26.7,17.8,27.5,25,24.7,7.1,18.5,31,27,33.887500000000003,14.990600000000001,5.9643800000000002,8.4526299999999992,11.855499999999999,18.967099999999999,38.5077,14.791600000000001,122.86799999999999,40.688699999999997,47.864800000000002,65.179000000000002,36.422800000000002,31.217500000000001,15.7,19.209900000000001,41.9,38.217300000000002,81.605900000000005,3.75,11.7,8.75,19.5,31,25,35.1,24.3,134.30000000000001,32.700000000000003,63.592664999999997,36.1,30.7088,23.4908,16.1966,13.4953,9.6,120.7,36.4,,11.1,,41.9,,9.4049200000000006,27.2117,22.522300000000001,15.448399999999999,93.123900000000006,25.5336,26.809100000000001,31.633900000000001,22.269200000000001,94.382599999999996,9.4786300000000008,63.392600000000002,22.650200000000002,5.4,34.6,54,18.5,52.897599999999997,125.40600000000001,104.688,15.1462,34.473999999999997,9.1080199999999998,25.678699999999999,34.4696,336.22899999999998,28.9221,39.291600000000003,29.3612,33.897599999999997,12.387600000000001,26.831399999999999,12.6319,,64.486999999999995,33.4223,58.943800000000003,77.256399999999999,57.680599999999998,,16.363099999999999,22.55,23.6585,38.438200000000002,13.5365,41.3337,34.794600000000003,28.1,18.037700000000001,22.734200000000001,8.2545300000000008,58.4238,57.672800000000002,5.2314400000000001
11/29/23 10:00,7.8891200000000001,61.1081,68.311800000000005,49.147599999999997,33.5062,12.1343,267.89400000000001,51.934699999999999,13.762700000000001,166.64500000000001,34.481900000000003,46.292700000000004,88.9,47,15.9,8.6,68,31.9,34,61.5,36.1,15.7,105.3,13,5.0885800000000003,27.8,21,8.4,18.3,12.9,25.2,16.2,21.5,8.9,15.6,25.6,26.5,27.22,12.9331,6.1534500000000003,9.5935799999999993,12.2517,18.907800000000002,26.088699999999999,17.251899999999999,121.70699999999999,41.131999999999998,45.098799999999997,48.214300000000001,33.890999999999998,25.150700000000001,15.2,17.517800000000001,39,35.506900000000002,70.209400000000002,2.875,10.9,7.35,16.7,25.6,28.2,28.5,21.1,132.5,34.799999999999997,47.322671999999997,34.799999999999997,14.9581,37.540799999999997,17.386900000000001,12.8324,11.1,94.7,22.5,,12.1,,36.200000000000003,,12.9819,13.2697,17.8719,14.407999999999999,85.295299999999997,20.510400000000001,26.128399999999999,29.340900000000001,19.4908,33.093299999999999,9.1353500000000007,22.822600000000001,21.581600000000002,7.7,28.5,41.4,15.7,39.427,81.258899999999997,73.252399999999994,16.639199999999999,42.841299999999997,11.5267,24.335999999999999,26.330400000000001,299.43799999999999,24.6737,38.241599999999998,21.552,28.7273,14.222099999999999,31.2819,10.6105,,71.769599999999997,24.5076,41.555199999999999,22.109000000000002,47.723799999999997,,18.406500000000001,18.633400000000002,18.170300000000001,26.231200000000001,11.420299999999999,31.065799999999999,28.241,18.690300000000001,15.273300000000001,26.750499999999999,9.4394399999999994,46.834200000000003,51.460500000000003,7.91249
11/29/23 11:00,7.5173500000000004,40.157800000000002,68.179000000000002,54.216099999999997,25.425899999999999,15.714,85.189800000000005,46.051600000000001,11.6183,119.304,25.837499999999999,40.943899999999999,80,36,12.6,5.9,55.6,26.4,29.6,36.9,26.1,15.5,118.4,10.3,5.39466,28.8,19.7,8.6,14.6,11.5,18.3,17.2,20.8,8.9,15.5,23.8,23.5,25.169899999999998,9.99498,6.84443,10.8652,13.328799999999999,17.306799999999999,22.782599999999999,14.3184,129.71899999999999,,40.799399999999999,54.911000000000001,33.041800000000002,23.2774,13,25.345300000000002,51.4,35.545000000000002,44.6905,2.125,10.199999999999999,9.4499999999999993,17.7,24.4,24.5,29.5,19,122.9,26.7,44.218809999999998,30.5,10.014099999999999,29.401599999999998,16.546099999999999,11.187099999999999,8.6,78,19.7,,6.8,,24.3,,13.4307,10.477399999999999,18.621300000000002,13.290699999999999,74.613100000000003,17.266400000000001,29.824200000000001,25.581399999999999,17.069800000000001,56.408000000000001,9.1523599999999998,20.970199999999998,22.1571,8.8000000000000007,28.6,44.6,18.7,35.404600000000002,59.703800000000001,68.392600000000002,13.363799999999999,36.631399999999999,9.5040499999999994,28.093900000000001,29.817499999999999,261.27199999999999,25.5,37.081699999999998,20.938500000000001,22.8202,14.008900000000001,31.383900000000001,10.209099999999999,,35.4437,20.768599999999999,36.780999999999999,21.808900000000001,37.506799999999998,,14.5634,14.573700000000001,15.106199999999999,20.848600000000001,8.9635099999999994,20.8535,18.6143,18.3063,11.062799999999999,29.861699999999999,9.3789200000000008,27.342500000000001,64.417400000000001,6.7865399999999996
11/29/23 12:00,6.8168100000000003,27.353300000000001,40.590499999999999,41.511000000000003,23.181899999999999,9.0203900000000008,31.1158,19.1126,15.452400000000001,126.43,23.1846,40.759099999999997,48.9,27.5,9.5,5.6,33.299999999999997,31.6,28.7,24.2,19.399999999999999,13.1,104.5,10,4.2085999999999997,36.4,19.399999999999999,6.2,12.6,11.3,25.6,14.9,20.2,12.3,15.2,22,25.7,29.840599999999998,9.7947500000000005,8.2465600000000006,10.860200000000001,12.4291,20.186900000000001,23.438800000000001,13.6387,114.495,,34.523800000000001,36.297199999999997,37.303899999999999,19.470400000000001,12,45.070300000000003,60.2,36.330500000000001,16.766400000000001,2.75,8.3000000000000007,8.0500000000000007,18.5,19.100000000000001,19.7,21.8,19.100000000000001,124.1,24.4,36.947375999999998,21.2,12.261200000000001,22.121099999999998,21.497,18.8489,8.3000000000000007,78.5,14.5,,5.7,,15.2,,13.063700000000001,11.775,16.216899999999999,13.7384,96.328599999999994,14.81,43.262999999999998,75.270799999999994,26.6951,49.610500000000002,9.0056899999999995,,25.760400000000001,11.7,30.1,42.1,19.5,37.212600000000002,139.49100000000001,83.025099999999995,12.4869,38.818899999999999,11.389799999999999,31.9709,22.700800000000001,308.565,35.928100000000001,35.7746,21.8017,24.621099999999998,27.401199999999999,28.340599999999998,12.12,,36.010899999999999,16.828299999999999,30.296700000000001,19.996300000000002,41.874200000000002,8.7614900000000002,14.406599999999999,16.838699999999999,11.210699999999999,14.8995,7.0529099999999998,18.4481,16.220800000000001,16.415600000000001,10.686999999999999,26.017499999999998,,34.0944,54.784100000000002,7.8094599999999996
11/29/23 01:00,6.7573299999999996,23.2149,17.772300000000001,43.054000000000002,22.014600000000002,6.5735599999999996,21.9648,20.0383,19.872499999999999,113.502,15.597099999999999,30.492699999999999,36.799999999999997,,10,7.6,15.7,28.8,21.6,21.8,17,13.1,130.1,11.8,,27,19.3,6.2,13,15.7,24.4,16.899999999999999,21.5,8.4,20.2,24.2,27.3,29.9377,10.599399999999999,9.3454300000000003,13.158300000000001,13.0802,17.5718,24.862400000000001,13.686999999999999,124.605,,37.908099999999997,44.388100000000001,36.4998,22.052700000000002,14.5,38.661299999999997,56.1,30.517700000000001,15.059699999999999,3.875,6.8,6.85,25.6,15.3,24.4,19.3,22.8,96.2,18.600000000000001,44.196116000000004,19.2,23.157,27.741800000000001,25.905799999999999,24.7912,,72.3,15.1,,4.2,,15.6,,12.5204,13.8719,16.747499999999999,12.5839,112.898,15.9072,58.389699999999998,,42.365000000000002,39.091099999999997,8.4307300000000005,,38.820900000000002,12.6,40.5,50.3,20.399999999999999,35.875,103.123,65.649600000000007,14.4175,31.7119,15.864800000000001,29.828800000000001,24.4099,244.3,41.457099999999997,26.827999999999999,22.092099999999999,18.923999999999999,23.49,29.019400000000001,18.183700000000002,,33.827500000000001,15.132899999999999,18.149699999999999,18.884599999999999,38.153700000000001,7.0810599999999999,15.321999999999999,17.873999999999999,10.869,16.249199999999998,8.0492899999999992,21.208300000000001,17.920999999999999,17.258299999999998,11.5677,19.538,9.7071199999999997,28.9605,50.220300000000002,8.8541500000000006
11/29/23 02:00,10.1814,17.380600000000001,17.503599999999999,48.184399999999997,24.366800000000001,7.93161,20.267399999999999,19.930499999999999,17.761399999999998,132.53399999999999,15.475199999999999,29.7836,48.2,,13.6,10.3,20.2,43.8,19.5,26.9,17,14.5,151.1,10.7,,26.7,19.899999999999999,6.1,14.2,18.399999999999999,24.3,17.8,19.2,5.5,25.6,28.2,22.1,48.627499999999998,11.1942,9.2548300000000001,13.2507,13.2401,17.762699999999999,25.715900000000001,15.847,166.501,,51.9071,34.058,37.576900000000002,28.827000000000002,15.8,41.295099999999998,79.2,33.002099999999999,20.351500000000001,5.5,7,7.35,24.2,12.3,40.5,26.9,22.6,138.69999999999999,21.5,42.963402000000002,17.8,17.572299999999998,37.543999999999997,28.610800000000001,17.0032,5.9,58.4,18.2,,3.1,,15.4,20.1356,7.1487600000000002,17.339500000000001,13.8652,13.0212,164.19200000000001,18.322700000000001,62.037500000000001,70.722099999999998,45.438099999999999,38.445999999999998,10.6014,22.983599999999999,87.827200000000005,14.4,39.9,87.5,18.899999999999999,36.4602,115.858,53.561,25.103999999999999,29.0059,20.985299999999999,20.766400000000001,30.8751,261.04500000000002,37.6,31.380700000000001,28.756499999999999,14.3543,23.453900000000001,31.235700000000001,32.107300000000002,,40.0017,19.685099999999998,17.551600000000001,21.490300000000001,38.161700000000003,7.3250700000000002,18.366,18.6096,12.0122,17.697099999999999,8.0314599999999992,24.948899999999998,20.699300000000001,22.153700000000001,11.382300000000001,16.603100000000001,10.045999999999999,30.221,61.139400000000002,7.8009599999999999
11/29/23 03:00,10.275399999999999,18.9803,19.250399999999999,42.162999999999997,25.743500000000001,8.5747900000000001,15.742800000000001,24.269100000000002,12.129,152.51400000000001,20.674399999999999,37.0227,47.6,,17.7,13,23.1,48.1,30.3,27.2,17.899999999999999,20.8,138.4,11.2,2.3529900000000001,22.7,20.100000000000001,7,11.6,14,30.4,19.2,24.4,6.8,18.600000000000001,38.6,23.6,49.557400000000001,13.5885,9.3433100000000007,14.595499999999999,14.0229,19.874099999999999,27.3751,22.840299999999999,183.459,,65.484899999999996,48.617899999999999,53.909100000000002,35.431399999999996,19.2,48.5745,60.9,37.7318,18.059200000000001,4.875,7.5,8.5500000000000007,21.3,10.8,21.5,39.799999999999997,28.9,119.7,27.2,31.891055999999999,19.399999999999999,21.5291,46.576099999999997,30.011800000000001,32.467599999999997,7.8,62.4,20.8,,2.2999999999999998,,25.1,19.884,7.5550600000000001,29.752099999999999,16.024699999999999,11.539,112.98,34.536499999999997,53.240400000000001,83.821200000000005,31.924700000000001,42.693899999999999,10.123200000000001,21.414999999999999,32.7652,20.9,36.5,74.5,19.8,33.075499999999998,181.36699999999999,72.734099999999998,34.3872,36.095199999999998,25.5061,36.9574,27.323,267.709,39.422699999999999,40.168999999999997,38.556899999999999,18.6967,27.710699999999999,40.410699999999999,30.057200000000002,23.1798,53.9651,25.767399999999999,19.623999999999999,25.218699999999998,49.854599999999998,7.2502300000000002,22.162099999999999,20.729299999999999,12.8866,23.471599999999999,9.0300700000000003,32.190600000000003,27.377099999999999,23.559000000000001,13.1259,18.4572,11.3865,37.3596,62.753999999999998,8.4276700000000009
11/29/23 04:00,10.8081,12.411,25.038499999999999,38.164900000000003,36.775700000000001,8.4945900000000005,17.166699999999999,24.217600000000001,13.149800000000001,172.90899999999999,25.997699999999998,53.4861,47.5,,26.1,20.9,32.1,50.8,33.6,30.5,21.2,24.6,110.3,14.2,4.28512,24.5,21.7,8.5,14,19.2,61,34.9,34.299999999999997,11.1,25.2,58.6,29.5,56.677,17.793299999999999,8.4887499999999996,14.7197,16.931799999999999,20.382200000000001,33.9985,33.535699999999999,216.95,118.108,111.458,60.360199999999999,63.075000000000003,48.7256,37.6,43.284100000000002,88.4,53.255699999999997,44.0075,3.625,7.5,8.5500000000000007,21.6,12.1,23.2,40.4,33.799999999999997,191.7,26.4,29.872233000000001,23,22.198399999999999,49.804699999999997,32.766800000000003,39.106699999999996,17.5,81.900000000000006,45.9,,4.9000000000000004,,54.1,38.675800000000002,7.79352,49.886899999999997,19.858799999999999,23.4648,124.925,68.648200000000003,36.264400000000002,74.584800000000001,35.943300000000001,48.725200000000001,8.0305900000000001,22.315100000000001,25.424600000000002,27.4,44.8,87.6,26.7,72.171099999999996,251.81899999999999,108.03,55.839399999999998,59.591200000000001,29.599399999999999,34.493499999999997,42.202100000000002,352.32100000000003,35.382100000000001,52.405799999999999,80.341700000000003,27.244900000000001,26.957599999999999,56.350700000000003,32.732900000000001,28.479199999999999,72.183800000000005,33.609200000000001,52.275100000000002,55.508499999999998,55.385100000000001,6.4596499999999999,21.202400000000001,24.943899999999999,13.9887,28.503799999999998,9.97227,40.839799999999997,46.104599999999998,26.9056,14.8558,16.143699999999999,12.4992,37.076700000000002,69.850099999999998,8.45688
11/29/23 05:00,9.8244900000000008,20.761099999999999,14.1693,30.588799999999999,33.564100000000003,9.7682000000000002,15.785299999999999,23.7486,17.3429,161.39400000000001,30.100200000000001,53.897199999999998,36.200000000000003,,19.100000000000001,16.899999999999999,34.200000000000003,33.1,29,37.1,19.100000000000001,25.5,111.2,13.6,7.4033100000000003,34.700000000000003,23.4,9.8000000000000007,15.3,18.3,50.7,24.3,38.299999999999997,30.2,35.6,82.4,31.8,57.1173,16.335899999999999,8.8500599999999991,13.334099999999999,15.8452,16.540900000000001,32.373899999999999,52.537399999999998,238.86099999999999,280.68299999999999,142.792,108.934,115.169,81.705500000000001,34.200000000000003,127.44,243.7,79.830399999999997,68.226699999999994,5,8.6999999999999993,8.15,23.6,12.9,27.7,32.1,29.7,189.3,41.3,40.776608000000003,23.7,20.084499999999998,52.751899999999999,74.078000000000003,41.879300000000001,25.2,74.099999999999994,41.4,,5.3,49.4,65.900000000000006,42.1006,18.119900000000001,104.39100000000001,20.541799999999999,38.978999999999999,68.339100000000002,86.686800000000005,27.623699999999999,41.802900000000001,39.624099999999999,42.309199999999997,9.29636,15.395899999999999,25.5167,43.6,69.099999999999994,138.5,47.2,151.678,235.012,92.988,72.349500000000006,89.789699999999996,34.721400000000003,67.332700000000003,52.499299999999998,317.577,34.138100000000001,81.153199999999998,94.170199999999994,27.463799999999999,40.780799999999999,59.480800000000002,32.865099999999998,66.155699999999996,61.224400000000003,37.743899999999996,65.018600000000006,69.153199999999998,37.9923,5.5796599999999996,20.604500000000002,29.265799999999999,13.848100000000001,28.0291,10.452999999999999,44.095999999999997,43.341900000000003,25.084900000000001,15.152100000000001,23.9069,12.998900000000001,52.343800000000002,70.712100000000007,13.554
11/29/23 06:00,8.9194800000000001,9.55044,17.018699999999999,54.271599999999999,39.643700000000003,8.0744799999999994,12.715999999999999,24.5883,12.4168,182.529,26.638400000000001,48.354500000000002,30.2,,15.9,15.5,24.9,26.6,18.7,28.3,14.4,21.4,69.900000000000006,12.4,7.6520000000000001,27,20.100000000000001,11.2,21.2,25,55.1,57.3,39.5,40.6,61.7,63.1,34.1,39.536999999999999,14.500400000000001,8.6942599999999999,13.5375,15.712400000000001,16.4055,27.140799999999999,51.819800000000001,252.18,325.10300000000001,226.13399999999999,104.393,142.715,69.539299999999997,38.5,173.99700000000001,302.60000000000002,52.947499999999998,174.62299999999999,10.375,13.1,7.85,21,11.9,23.3,31.4,26.1,192.1,28.5,46.436065999999997,20.7,20.5715,39.107100000000003,59.138399999999997,38.7592,27.3,72.099999999999994,52.4,,3.7,28,147.9,32.623800000000003,14.4542,182.86,23.002400000000002,66.835400000000007,103.15,75.639700000000005,39.814300000000003,49.082700000000003,40.267899999999997,44.481000000000002,10.3947,21.416599999999999,27.6919,42.4,109.7,110.8,70.8,126.164,240.483,114.121,107.955,116.069,92.471199999999996,47.8324,53.909399999999998,283.71899999999999,39.854399999999998,77.818399999999997,110.881,17.744299999999999,35.0289,60.916899999999998,37.569699999999997,129.35900000000001,42.8994,25.4758,82.967500000000001,39.941099999999999,21.772099999999998,6.39358,17.711200000000002,31.0961,16.700399999999998,26.705300000000001,11.7547,41.8643,36.076000000000001,21.667200000000001,16.099399999999999,21.366599999999998,12.48,33.817900000000002,54.435699999999997,9.4521800000000002
